user_id,org_id
389,1
390,1
391,2
392,2
393,2
394,2
395,3
396,3
397,3
398,3
399,3
400,1
401,1
402,1
403,1
404,1
405,2
406,2
407,2
408,2
409,3
410,3
411,3
412,3
413,3
414,1
415,1
416,1
417,1
418,1
419,2
420,2
421,2
422,2
423,3
424,3
425,3
426,3
427,3
428,1
429,1
430,1
431,1
432,1
433,2
434,2
435,2
436,2
437,3
438,3
439,3
440,3
441,3
442,1
443,1
444,1
445,1
446,1
447,2
448,2
449,2
450,2
451,3
452,3
453,3
454,3
455,3
456,1
457,1
458,1
459,1
460,1
461,2
462,2
463,2
464,2
465,3
466,3
467,3
468,3
469,3
470,1
471,1
472,1
473,1
474,1
475,2
476,2
477,2
478,2
479,3
480,3
481,3
482,3
483,3
484,1
485,1
486,1
487,1
488,1
489,2
490,2
491,2
492,2
493,3
494,3
495,3
496,3
497,3
498,1
499,1
500,1
501,1
502,1
503,2
504,2
505,2
506,2
507,3
508,3
509,3
510,3
511,3
512,1
513,1
514,1
515,1
516,1
517,2
518,2
519,2
520,2
521,3
522,3
523,3
524,3
525,3
526,1
527,1
528,1
529,1
530,1
531,2
532,2
533,2
534,2
535,3
536,3
537,3
538,3
539,3
540,1
541,1
542,1
543,1
544,1
545,2
546,2
547,2
548,2
549,3
550,3
551,3
552,3
553,3
554,1
555,1
556,1
557,1
558,1
559,2
560,2
561,2
562,2
563,3
564,3
565,3
566,3
567,3
568,1
569,1
570,1
571,1
572,1
573,2
574,2
575,2
576,2
577,3
578,3
579,3
580,3
581,3
582,1
583,1
584,1
585,1
586,1
587,2
588,2
589,2
590,2
591,3
592,3
593,3
594,3
595,3
596,1
597,1
598,1
599,1
600,1
601,2
602,2
603,2
604,2
605,3
606,3
607,3
608,3
609,3
610,1
611,1
612,1
613,1
614,1
615,2
616,2
617,2
618,2
619,3
620,3
621,3
622,3
623,3
624,1
625,1
626,1
627,1
628,1
629,2
630,2
631,2
632,2
633,3
634,3
635,3
636,3
637,3
638,1
639,1
640,1
641,1
642,1
643,2
644,2
645,2
646,2
647,3
648,3
649,3
650,3
651,3
652,1
653,1
654,1
655,1
656,1
657,2
658,2
659,2
660,2
661,3
662,3
663,3
664,3
665,3
666,1
667,1
668,1
669,1
670,1
671,2
672,2
673,2
674,2
675,3
676,3
677,3
678,3
679,3
680,1
681,1
682,1
683,1
684,1
685,2
686,2
687,2
688,2
689,3
690,3
691,3
692,3
693,3
694,1
695,1
696,1
697,1
698,1
699,2
700,2
701,2
702,2
703,3
704,3
705,3
706,3
707,3
708,1
709,1
710,1
711,1
712,1
713,2
714,2
715,2
716,2
717,3
718,3
719,3
720,3
721,3
722,1
723,1
724,1
725,1
726,1
727,2
728,2
729,2
730,2
731,3
732,3
733,3
734,3
735,3
736,1
737,1
738,1
739,1
740,1
741,2
742,2
743,2
744,2
745,3
746,3
747,3
748,3
749,3
750,1
751,1
752,1
753,1
754,1
755,2
756,2
757,2
758,2
759,3
760,3
761,3
762,3
763,3
764,1
765,1
766,1
767,1
768,1
769,2
770,2
771,2
772,2
773,3
774,3
775,3
776,3
777,3
778,1
779,1
780,1
781,1
782,1
783,2
784,2
785,2
786,2
787,3
788,3
789,3
790,3
791,3
792,1
793,1
794,1
795,1
796,1
797,2
798,2
799,2
800,2
801,3
802,3
803,3
804,3
805,3
806,1
807,1
808,1
809,1
810,1
811,2
812,2
813,2
814,2
815,3
816,3
817,3
818,3
819,3
820,1
821,1
822,1
823,1
824,1
825,2
826,2
827,2
828,2
829,3
830,3
831,3
832,3
833,3
834,1
835,1
836,1
837,1
838,1
839,2
840,2
841,2
842,2
843,3
844,3
845,3
846,3
847,3
848,1
849,1
850,1
851,1
852,1
853,2
854,2
855,2
856,2
857,3
858,3
859,3
860,3
861,3
862,1
863,1
864,1
865,1
866,1
867,2
868,2
869,2
870,2
871,3
872,3
873,3
874,3
875,3
876,1
877,1
878,1
879,1
880,1
881,2
882,2
883,2
884,2
885,3
886,3
887,3
888,3
889,3
890,1
891,1
892,1
893,1
894,1
895,2
896,2
897,2
898,2
899,3
900,3
901,3
902,3
903,3
904,1
905,1
906,1
907,1
908,1
909,2
910,2
911,2
912,2
913,3
914,3
915,3
916,3
917,3
918,1
919,1
920,1
921,1
922,1
923,2
924,2
925,2
926,2
927,3
928,3
929,3
930,3
931,3
932,1
933,1
934,1
935,1
936,1
937,2
938,2
939,2
940,2
941,3
942,3
943,3
944,3
945,3
946,1
947,1
948,1
949,1
950,1
951,2
952,2
953,2
954,2
955,3
956,3
957,3
958,3
959,3
960,1
961,1
962,1
963,1
964,1
965,2
966,2
967,2
968,2
969,3
970,3
971,3
972,3
973,3
974,1
975,1
976,1
977,1
978,1
979,2
980,2
981,2
982,2
983,3
984,3
985,3
986,3
987,3
988,1
989,1
990,1
991,1
992,1
993,2
994,2
995,2
996,2
997,3
998,3
999,3
1000,3
1001,3
1002,1
1003,1
1004,1
1005,1
1006,1
1007,2
1008,2
1009,2
1010,2
1011,3
1012,3
1013,3
1014,3
1015,3
1016,1
1017,1
1018,1
1019,1
1020,1
1021,2
1022,2
1023,2
1024,2
1025,3
1026,3
1027,3
1028,3
1029,3
1030,1
1031,1
1032,1
1033,1
1034,1
1035,2
1036,2
1037,2
1038,2
1039,3
1040,3
1041,3
1042,3
1043,3
1044,1
1045,1
1046,1
1047,1
1048,1
1049,2
1050,2
1051,2
1052,2
1053,3
1054,3
1055,3
1056,3
1057,3
1058,1
1059,1
1060,1
1061,1
1062,1
1063,2
1064,2
1065,2
1066,2
1067,3
1068,3
1069,3
1070,3
1071,3
1072,1
1073,1
1074,1
1075,1
1076,1
1077,2
1078,2
1079,2
1080,2
1081,3
1082,3
1083,3
1084,3
1085,3
1086,1
1087,1
1088,1
1089,1
1090,1
1091,2
1092,2
1093,2
1094,2
1095,3
1096,3
1097,3
1098,3
1099,3
1100,1
1101,1
1102,1
1103,1
1104,1
1105,2
1106,2
1107,2
1108,2
1109,3
1110,3
1111,3
1112,3
1113,3
1114,1
1115,1
1116,1
1117,1
1118,1
1119,2
1120,2
1121,2
1122,2
1123,3
1124,3
1125,3
1126,3
1127,3
1128,1
1129,1
1130,1
1131,1
1132,1
1133,2
1134,2
1135,2
1136,2
1137,3
1138,3
1139,3
1140,3
1141,3
1142,1
1143,1
1144,1
1145,1
1146,1
1147,2
1148,2
1149,2
1150,2
1151,3
1152,3
1153,3
1154,3
1155,3
1156,1
1157,1
1158,1
1159,1
1160,1
1161,2
1162,2
1163,2
1164,2
1165,3
1166,3
1167,3
1168,3
1169,3
1170,1
1171,1
1172,1
1173,1
1174,1
1175,2
1176,2
1177,2
1178,2
1179,3
1180,3
1181,3
1182,3
1183,3
1184,1
1185,1
1186,1
1187,1
1188,1
1189,2
1190,2
1191,2
1192,2
1193,3
1194,3
1195,3
1196,3
1197,3
1198,1
1199,1
1200,1
1201,1
1202,1
1203,2
1204,2
1205,2
1206,2
1207,3
1208,3
1209,3
1210,3
1211,3
1212,1
1213,1
1214,1
1215,1
1216,1
1217,2
1218,2
1219,2
1220,2
1221,3
1222,3
1223,3
1224,3
1225,3
1226,1
1227,1
1228,1
1229,1
1230,1
1231,2
1232,2
1233,2
1234,2
1235,3
1236,3
1237,3
1238,3
1239,3
1240,1
1241,1
1242,1
1243,1
1244,1
1245,2
1246,2
1247,2
1248,2
1249,3
1250,3
1251,3
1252,3
1253,3
1254,1
1255,1
1256,1
1257,1
1258,1
1259,2
1260,2
1261,2
1262,2
1263,3
1264,3
1265,3
1266,3
1267,3
1268,1
1269,1
1270,1
1271,1
1272,1
1273,2
1274,2
1275,2
1276,2
1277,3
1278,3
1279,3
1280,3
1281,3
1282,1
1283,1
1284,1
1285,1
1286,1
1287,2
1288,2
1289,2
1290,2
1291,3
1292,3
1293,3
1294,3
1295,3
1296,1
1297,1
1298,1
1299,1
1300,1
1301,2
1302,2
1303,2
1304,2
1305,3
1306,3
1307,3
1308,3
1309,3
1310,1
1311,1
1312,1
1313,1
1314,1
1315,2
1316,2
1317,2
1318,2
1319,3
1320,3
1321,3
1322,3
1323,3
1324,1
1325,1
1326,1
1327,1
1328,1
1329,2
1330,2
1331,2
1332,2
1333,3
1334,3
1335,3
1336,3
1337,3
1338,1
1339,1
1340,1
1341,1
1342,1
1343,2
1344,2
1345,2
1346,2
1347,3
1348,3
1349,3
1350,3
1351,3
1352,1
1353,1
1354,1
1355,1
1356,1
1357,2
1358,2
1359,2
1360,2
1361,3
1362,3
1363,3
1364,3
1365,3
1366,1
1367,1
1368,1
1369,1
1370,1
1371,2
1372,2
1373,2
1374,2
1375,3
1376,3
1377,3
1378,3
1379,3
1380,1
1381,1
1382,1
1383,1
1384,1
1385,2
1386,2
1387,2
1388,2
1389,3
1390,3
1391,3
1392,3
1393,3
1394,1
1395,1
1396,1
1397,1
1398,1
1399,2
1400,2
1401,2
1402,2
1403,3
1404,3
1405,3
1406,3
1407,3
1408,1
1409,1
1410,1
1411,1
1412,1
1413,2
1414,2
1415,2
1416,2
1417,3
1418,3
1419,3
1420,3
1421,3
1422,1
1423,1
1424,1
1425,1
1426,1
1427,2
1428,2
1429,2
1430,2
1431,3
1432,3
1433,3
1434,3
1435,3
1436,1
1437,1
1438,1
1439,1
1440,1
1441,2
1442,2
1443,2
1444,2
1445,3
1446,3
1447,3
1448,3
1449,3
1450,1
1451,1
1452,1
1453,1
1454,1
1455,2
1456,2
1457,2
1458,2
1459,3
1460,3
1461,3
1462,3
1463,3
1464,1
1465,1
1466,1
1467,1
1468,1
1469,2
1470,2
1471,2
1472,2
1473,3
1474,3
1475,3
1476,3
1477,3
1478,1
1479,1
1480,1
1481,1
1482,1
1483,2
1484,2
1485,2
1486,2
1487,3
1488,3
1489,3
1490,3
1491,3
1492,1
1493,1
1494,1
1495,1
1496,1
1497,2
1498,2
1499,2
1500,2
1501,3
1502,3
1503,3
1504,3
1505,3
1506,1
1507,1
1508,1
1509,1
1510,1
1511,2
1512,2
1513,2
1514,2
1515,3
1516,3
1517,3
1518,3
1519,3
